head := query_10Centriod
0-th query  distance:=60440
8198-th query  distance:=56100.2
8199-th query  distance:=27602.9
8200-th query  distance:=37754
8201-th query  distance:=34539.2
8202-th query  distance:=52275
8203-th query  distance:=42600.1
8204-th query  distance:=57518.4
8205-th query  distance:=9130.81
8206-th query  distance:=46783
8207-th query  distance:=75335.6
8208-th query  distance:=31399.6
8209-th query  distance:=50434.5
8210-th query  distance:=44824.5
8211-th query  distance:=55865
8212-th query  distance:=38449.9
8213-th query  distance:=32383.7
8214-th query  distance:=36870.2
8215-th query  distance:=14784.8
8216-th query  distance:=49086.2
8217-th query  distance:=21488
8218-th query  distance:=51650.8
8219-th query  distance:=52115.2
8220-th query  distance:=62566.2
8221-th query  distance:=16138.1
8222-th query  distance:=49001.1
8223-th query  distance:=73411.3
8224-th query  distance:=36439.7
8225-th query  distance:=50885.5
8226-th query  distance:=3132.5
8227-th query  distance:=32520
8228-th query  distance:=33159.4
8229-th query  distance:=45304.1
8230-th query  distance:=23091.7
8231-th query  distance:=7254.47
8232-th query  distance:=18151.9
8233-th query  distance:=43267.5
8234-th query  distance:=29651.9
8235-th query  distance:=35663.3
8236-th query  distance:=41148.3
8237-th query  distance:=55615.4
8238-th query  distance:=26706.6
8239-th query  distance:=47941.7
8240-th query  distance:=79453
8241-th query  distance:=46386.8
8242-th query  distance:=51452.5
8243-th query  distance:=62912.1
8244-th query  distance:=50283.8
8245-th query  distance:=56831.9
8246-th query  distance:=31759.5
8247-th query  distance:=63661
8248-th query  distance:=45421.9
8249-th query  distance:=26148.8
8250-th query  distance:=51158
8251-th query  distance:=49029.8
8252-th query  distance:=57700
8253-th query  distance:=49909
8254-th query  distance:=4828.93
8255-th query  distance:=10165.4
8256-th query  distance:=33527.5
8257-th query  distance:=38916.4
8258-th query  distance:=46774.2
8259-th query  distance:=41969.3
8260-th query  distance:=49854.3
8261-th query  distance:=23877.5
8262-th query  distance:=46829.6
8263-th query  distance:=41047.3
8264-th query  distance:=9868.29
8265-th query  distance:=39379.1
8266-th query  distance:=43764.3
8267-th query  distance:=32981.6
8268-th query  distance:=49715.3
8269-th query  distance:=36504.4
8270-th query  distance:=29464.1
8271-th query  distance:=15240.4
8272-th query  distance:=65741.4
8273-th query  distance:=59890.6
8274-th query  distance:=28703.8
8275-th query  distance:=40216.1
8276-th query  distance:=30452.3
8277-th query  distance:=11815.7
8278-th query  distance:=39431.6
8279-th query  distance:=19496.3
8280-th query  distance:=68641.1
8281-th query  distance:=28485.3
8282-th query  distance:=67802.7
8283-th query  distance:=53485
8284-th query  distance:=21093.8
8285-th query  distance:=34725.7
8286-th query  distance:=37643.3
8287-th query  distance:=45299.9
8288-th query  distance:=56651
8289-th query  distance:=38108.2
8290-th query  distance:=10516.7
8291-th query  distance:=42251.1
8292-th query  distance:=23064.8
8293-th query  distance:=32629.4
8294-th query  distance:=67003.3
8295-th query  distance:=48692.6
8296-th query  distance:=7567.28
8297-th query  distance:=38643.3
8298-th query  distance:=61435
8299-th query  distance:=47535.3
8300-th query  distance:=30920.5
8301-th query  distance:=10964.5
8302-th query  distance:=35298.1
8303-th query  distance:=34198.2
8304-th query  distance:=51001.6
8305-th query  distance:=51341.7
8306-th query  distance:=38279
8307-th query  distance:=35572.6
8308-th query  distance:=24557
8309-th query  distance:=8269.65
8310-th query  distance:=17290
8311-th query  distance:=50612.6
8312-th query  distance:=44887.3
8313-th query  distance:=9540.23
8314-th query  distance:=38163.1
8315-th query  distance:=42238.8
8316-th query  distance:=36650.1
8317-th query  distance:=33652.4
8318-th query  distance:=14165.3
8319-th query  distance:=52159
8320-th query  distance:=22670.2
8321-th query  distance:=33184.4
8322-th query  distance:=15539
8323-th query  distance:=31503.4
8324-th query  distance:=31131.1
8325-th query  distance:=52549.7
8326-th query  distance:=7339.9
8327-th query  distance:=32723.1
8328-th query  distance:=71974
8329-th query  distance:=45004.6
8330-th query  distance:=27351.3
8331-th query  distance:=19177.6
8332-th query  distance:=48532.4
8333-th query  distance:=45924.7
8334-th query  distance:=60695.3
8335-th query  distance:=60794.2
8336-th query  distance:=76153
8337-th query  distance:=19518.2
8338-th query  distance:=46193.7
8339-th query  distance:=37572.9
8340-th query  distance:=52393.8
8341-th query  distance:=33158.1
8342-th query  distance:=23424.8
8343-th query  distance:=21411.5
8344-th query  distance:=13111.5
8345-th query  distance:=9350.61
8346-th query  distance:=47459.3
8347-th query  distance:=77264
8348-th query  distance:=50848.2
8349-th query  distance:=50682.7
8350-th query  distance:=43791.4
8351-th query  distance:=39879.8
8352-th query  distance:=22396.4
8353-th query  distance:=53005.9
8354-th query  distance:=45569.2
8355-th query  distance:=39518.5
8356-th query  distance:=47586.2
8357-th query  distance:=36411.2
8358-th query  distance:=20064.1
8359-th query  distance:=50381.8
8360-th query  distance:=4535.58
8361-th query  distance:=51325.9
8362-th query  distance:=62053.6
8363-th query  distance:=39635
8364-th query  distance:=16595.2
8365-th query  distance:=34736.9
8366-th query  distance:=66342.8
8367-th query  distance:=49953.3
8368-th query  distance:=50039.9
8369-th query  distance:=32056.8
8370-th query  distance:=8127.8
8371-th query  distance:=31843.8
8372-th query  distance:=30437.7
8373-th query  distance:=55299.4
8374-th query  distance:=16594
8375-th query  distance:=31282.3
8376-th query  distance:=15293.5
8377-th query  distance:=37664
8378-th query  distance:=34361.1
8379-th query  distance:=56217.4
8380-th query  distance:=47850.6
8381-th query  distance:=53635.1
8382-th query  distance:=51534.6
8383-th query  distance:=39091
8384-th query  distance:=8776.16
8385-th query  distance:=49331.2
8386-th query  distance:=47221.9
8387-th query  distance:=51858.7
8388-th query  distance:=43570.2
8389-th query  distance:=24591.7
8390-th query  distance:=43899.4
8391-th query  distance:=51333.8
8392-th query  distance:=26828.4
8393-th query  distance:=33034.7
8394-th query  distance:=15881.5
8395-th query  distance:=45204.8
8396-th query  distance:=32467
8397-th query  distance:=37433.3
8398-th query  distance:=25401.9
8399-th query  distance:=58244.5
8400-th query  distance:=54765.7
8401-th query  distance:=45718.2
8402-th query  distance:=40952.2
8403-th query  distance:=5852.38
8404-th query  distance:=62203.4
8405-th query  distance:=60472.9
8406-th query  distance:=17804.6
8407-th query  distance:=52947.8
8408-th query  distance:=48273.8
8409-th query  distance:=55688.6
8410-th query  distance:=29847.4
8411-th query  distance:=58321.7
8412-th query  distance:=20136.1
8413-th query  distance:=59544.1
8414-th query  distance:=39717.7
8415-th query  distance:=30851.8
8416-th query  distance:=70477.5
8417-th query  distance:=68667.2
8418-th query  distance:=63360.3
8419-th query  distance:=36680.7
8420-th query  distance:=50272
8421-th query  distance:=59704.8
8422-th query  distance:=15795.1
8423-th query  distance:=28248.2
8424-th query  distance:=31686.2
8425-th query  distance:=47262.8
8426-th query  distance:=51480.5
8427-th query  distance:=22237.5
8428-th query  distance:=40771
8429-th query  distance:=51560.6
8430-th query  distance:=22174.3
8431-th query  distance:=61861
8432-th query  distance:=50092.3
8433-th query  distance:=51079.5
8434-th query  distance:=55348.1
8435-th query  distance:=42771
8436-th query  distance:=15605.3
8437-th query  distance:=16512.5
8438-th query  distance:=18000.6
8439-th query  distance:=15913.7
8440-th query  distance:=31207.5
8441-th query  distance:=21482.4
8442-th query  distance:=32969.4
8443-th query  distance:=35205
8444-th query  distance:=25969.4
8445-th query  distance:=23595.1
8446-th query  distance:=48283.2
8447-th query  distance:=61804.2
8448-th query  distance:=66337.9
8449-th query  distance:=53949.8
8450-th query  distance:=46224.3
8451-th query  distance:=30035.1
8452-th query  distance:=45405.8
8453-th query  distance:=19431.1
8454-th query  distance:=4161.05
8455-th query  distance:=19689.9
8456-th query  distance:=38892.7
8457-th query  distance:=43611.6
8458-th query  distance:=16643.7
8459-th query  distance:=31845.2
8460-th query  distance:=59820.2
8461-th query  distance:=41200.4
8462-th query  distance:=45099.3
8463-th query  distance:=54540.8
8464-th query  distance:=57920.1
8465-th query  distance:=29059.5
8466-th query  distance:=54000.7
8467-th query  distance:=35763
8468-th query  distance:=13435.2
8469-th query  distance:=44962.8
8470-th query  distance:=39671.9
8471-th query  distance:=56050.2
8472-th query  distance:=31819.2
8473-th query  distance:=56084.8
8474-th query  distance:=43226.3
8475-th query  distance:=64831.6
8476-th query  distance:=14749.3
8477-th query  distance:=65901.8
8478-th query  distance:=62006.4
8479-th query  distance:=41259.8
8480-th query  distance:=32253.2
8481-th query  distance:=48973.3
8482-th query  distance:=17472.2
8483-th query  distance:=57198.2
8484-th query  distance:=57882.9
8485-th query  distance:=56564
8486-th query  distance:=37038.4
8487-th query  distance:=45768
8488-th query  distance:=39642.2
8489-th query  distance:=64541.9
8490-th query  distance:=49184.8
8491-th query  distance:=49166.9
8492-th query  distance:=4108.85
8493-th query  distance:=38119.2
8494-th query  distance:=67131.8
8495-th query  distance:=27625.2
8496-th query  distance:=34597.4
8497-th query  distance:=54881.9
8498-th query  distance:=55911.7
8499-th query  distance:=43570.8
8500-th query  distance:=65457.3
8501-th query  distance:=41502.6
8502-th query  distance:=39999
8503-th query  distance:=49729.9
8504-th query  distance:=45652.1
8505-th query  distance:=22035
8506-th query  distance:=16362.8
8507-th query  distance:=8641.73
8508-th query  distance:=32755.9
8509-th query  distance:=40301.9
8510-th query  distance:=38514.7
8511-th query  distance:=35432.8
8512-th query  distance:=12877.8
8513-th query  distance:=49187.3
8514-th query  distance:=54891.3
8515-th query  distance:=29427.7
8516-th query  distance:=47488.4
8517-th query  distance:=48910.8
8518-th query  distance:=30690
8519-th query  distance:=62375.8
8520-th query  distance:=67561.5
8521-th query  distance:=11892.3
8522-th query  distance:=48624
8523-th query  distance:=26352.7
8524-th query  distance:=45897.2
8525-th query  distance:=46456.5
8526-th query  distance:=44877.2
8527-th query  distance:=60679.8
8528-th query  distance:=34645.1
8529-th query  distance:=19505.1
8530-th query  distance:=60994.5
8531-th query  distance:=4320.92
8532-th query  distance:=42453.3
8533-th query  distance:=53416
8534-th query  distance:=48277.4
8535-th query  distance:=44886.7
8536-th query  distance:=45547.5
8537-th query  distance:=40060.9
8538-th query  distance:=40413.2
8539-th query  distance:=24076.7
8540-th query  distance:=41260.2
8541-th query  distance:=37772.6
8542-th query  distance:=52699.8
8543-th query  distance:=30536
8544-th query  distance:=50438.8
8545-th query  distance:=37374
8546-th query  distance:=54289.3
8547-th query  distance:=43432.7
8548-th query  distance:=20853.2
8549-th query  distance:=30413.2
8550-th query  distance:=66510.2
8551-th query  distance:=33338.8
8552-th query  distance:=95530.9
8553-th query  distance:=24545.7
8554-th query  distance:=46756
8555-th query  distance:=64143.9
8556-th query  distance:=41694.3
8557-th query  distance:=40540
8558-th query  distance:=21936.2
8559-th query  distance:=50450.8
8560-th query  distance:=37320.3
8561-th query  distance:=50118
8562-th query  distance:=33416.9
8563-th query  distance:=54897.1
8564-th query  distance:=83193.9
8565-th query  distance:=78855.2
8566-th query  distance:=39332.5
8567-th query  distance:=24449.9
8568-th query  distance:=52519.8
8569-th query  distance:=46654.9
8570-th query  distance:=54080.9
8571-th query  distance:=32858.1
8572-th query  distance:=37841.8
8573-th query  distance:=33956.1
8574-th query  distance:=52509
8575-th query  distance:=39067.8
8576-th query  distance:=54038.6
8577-th query  distance:=51641.1
8578-th query  distance:=39834.4
8579-th query  distance:=43704.9
8580-th query  distance:=54656
8581-th query  distance:=57795.8
8582-th query  distance:=29779.6
8583-th query  distance:=21124.8
8584-th query  distance:=18836.7
8585-th query  distance:=41679.4
8586-th query  distance:=28606.2
8587-th query  distance:=37656.1
8588-th query  distance:=44240.1
8589-th query  distance:=44817.1
8590-th query  distance:=60779.3
8591-th query  distance:=23142.9
8592-th query  distance:=51103.1
8593-th query  distance:=29131.2
8594-th query  distance:=59076.9
8595-th query  distance:=38636.9
8596-th query  distance:=49595.7
8597-th query  distance:=51043.6
8598-th query  distance:=37769.4
8599-th query  distance:=40307.2
8600-th query  distance:=47125.5
8601-th query  distance:=17037.8
8602-th query  distance:=49929.9
8603-th query  distance:=28269.1
8604-th query  distance:=26074.3
8605-th query  distance:=46125.3
8606-th query  distance:=53455.6
8607-th query  distance:=54618.9
8608-th query  distance:=38071.8
8609-th query  distance:=38545.6
8610-th query  distance:=44634.2
8611-th query  distance:=15648
8612-th query  distance:=6362.48
8613-th query  distance:=26502.7
8614-th query  distance:=9242.72
8615-th query  distance:=38677.1
8616-th query  distance:=54088.3
8617-th query  distance:=16801.4
8618-th query  distance:=30445
8619-th query  distance:=47587.4
8620-th query  distance:=30036.7
8621-th query  distance:=33552.6
8622-th query  distance:=51364.6
8623-th query  distance:=28471
8624-th query  distance:=37085.9
8625-th query  distance:=43620.8
8626-th query  distance:=38191.2
8627-th query  distance:=19658.1
